VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2019-01-31 22:20:12,2019-01-31 22:27:21,N,1,33,65,1,1.09,7.0,0.5,0.5,0.0,0.0,,0.30000000000000004,8.3,2,1,0
2,2019-01-31 22:13:04,2019-01-31 22:39:08,N,5,197,17,1,7.59,23.06,0.0,0.5,0.0,0.0,,0.0,23.56,1,2,0
2,2019-01-31 22:34:57,2019-01-31 22:50:40,N,1,191,222,1,13.06,35.5,0.5,0.5,0.0,0.0,,0.30000000000000004,36.8,1,1,0
2,2019-01-31 22:02:11,2019-01-31 22:19:38,N,1,75,141,1,3.14,14.0,0.5,0.5,0.0,0.0,,0.30000000000000004,15.3,2,1,0
2,2019-01-31 22:53:49,2019-01-31 23:15:52,N,1,226,14,1,14.19,39.0,0.5,0.5,0.0,0.0,,0.30000000000000004,40.3,2,1,0
2,2019-01-31 22:25:03,2019-01-31 22:32:54,N,1,146,112,1,2.07,9.0,0.5,0.5,2.06,0.0,,0.30000000000000004,12.36,1,1,0
2,2019-01-31 22:38:46,2019-01-31 22:49:36,N,1,112,146,1,2.22,10.5,0.5,0.5,0.0,0.0,,0.30000000000000004,11.8,2,1,0
2,2019-01-31 22:35:09,2019-01-31 22:53:25,N,1,66,255,2,4.32,16.5,0.5,0.5,1.0,0.0,,0.30000000000000004,18.8,1,1,0
2,2019-01-31 22:34:36,2019-01-31 22:48:12,N,1,256,17,1,2.99,11.5,0.5,0.5,2.56,0.0,,0.30000000000000004,15.36,1,1,0
2,2019-01-31 22:22:42,2019-01-31 22:24:46,N,1,146,146,1,0.30000000000000004,3.5,0.5,0.5,0.0,0.0,,0.30000000000000004,4.8,2,1,0
2,2019-01-31 22:23:24,2019-01-31 22:31:15,N,1,66,49,1,1.77,8.0,0.5,0.5,0.0,0.0,,0.30000000000000004,9.3,2,1,0
2,2019-01-31 22:36:15,2019-01-31 22:38:23,N,1,129,260,1,0.34,3.5,0.5,0.5,0.0,0.0,,0.30000000000000004,4.8,2,1,0
2,2019-01-31 22:40:03,2019-01-31 22:42:58,N,1,260,83,1,0.76,4.5,0.5,0.5,0.0,0.0,,0.30000000000000004,5.8,2,1,0
2,2019-01-31 22:07:28,2019-01-31 22:10:14,N,1,134,28,1,0.61,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,2,1,0
2,2019-01-31 22:46:23,2019-01-31 22:56:00,N,1,130,215,1,2.05,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,1,1,0
2,2019-01-31 22:39:04,2019-01-31 22:49:42,N,1,260,198,1,3.29,11.5,0.5,0.5,3.2,0.0,,0.30000000000000004,16.0,1,1,0
2,2019-01-31 22:34:03,2019-01-31 22:41:10,N,1,181,25,1,2.02,8.5,0.5,0.5,1.96,0.0,,0.30000000000000004,13.71,1,1,0
2,2019-01-31 22:56:09,2019-01-31 22:58:31,N,1,145,112,1,0.77,4.5,0.5,0.5,1.0,0.0,,0.30000000000000004,6.8,1,1,0
2,2019-01-31 22:35:49,2019-01-31 22:36:43,N,1,181,181,1,0.27,3.0,0.5,0.5,0.0,0.0,,0.30000000000000004,4.3,2,1,0
2,2019-01-31 22:48:25,2019-01-31 22:50:48,N,1,181,97,1,0.77,4.0,0.5,0.5,0.85,0.0,,0.30000000000000004,6.15,1,1,0
1,2019-01-31 22:29:33,2019-01-31 22:36:08,N,1,244,243,1,1.5,7.0,0.5,0.5,2.05,0.0,,0.30000000000000004,10.35,1,1,0
2,2019-01-31 22:24:20,2019-01-31 22:29:31,N,1,7,7,2,1.02,5.5,0.5,0.5,0.0,0.0,,0.30000000000000004,6.8,2,1,0
2,2019-01-31 22:02:03,2019-01-31 22:09:06,N,1,33,97,1,1.0,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,2,1,0
2,2019-01-31 22:23:11,2019-01-31 22:26:45,N,1,181,181,1,0.87,5.0,0.5,0.5,1.58,0.0,,0.30000000000000004,7.88,1,1,0
2,2019-01-31 22:31:34,2019-01-31 22:35:31,N,1,256,80,1,0.58,4.5,0.5,0.5,1.04,0.0,,0.30000000000000004,6.84,1,1,0
2,2019-01-31 22:31:35,2019-01-31 22:42:26,N,1,260,157,1,2.4,10.0,0.5,0.5,2.0,0.0,,0.30000000000000004,15.25,1,1,0
2,2019-01-31 22:18:35,2019-01-31 22:21:42,N,1,97,97,1,0.62,4.5,0.5,0.5,0.7000000000000001,0.0,,0.30000000000000004,6.5,1,1,0
2,2019-01-31 23:01:22,2019-01-31 23:09:38,N,1,97,49,1,1.28,7.5,0.5,0.5,2.64,0.0,,0.30000000000000004,11.44,1,1,0
1,2019-01-31 22:32:10,2019-01-31 22:37:23,N,1,166,24,1,1.1,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,2,1,0
2,2019-01-31 22:23:00,2019-01-31 22:29:22,N,1,134,134,1,0.9400000000000001,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,2,1,0
2,2019-01-31 22:36:51,2019-01-31 22:43:59,N,1,134,216,1,3.66,12.0,0.5,0.5,2.66,0.0,,0.30000000000000004,15.96,1,1,0
2,2019-01-31 22:04:54,2019-01-31 22:13:05,N,1,181,65,1,0.91,7.0,0.5,0.5,1.0,0.0,,0.30000000000000004,9.3,1,1,0
2,2019-01-31 22:39:04,2019-01-31 22:47:30,N,1,97,189,1,1.5,7.5,0.5,0.5,1.76,0.0,,0.30000000000000004,10.56,1,1,0
1,2019-01-31 22:02:10,2019-01-31 22:06:08,N,1,75,74,1,0.9,5.0,0.5,0.5,0.0,0.0,,0.30000000000000004,6.3,2,1,0
1,2019-01-31 22:15:02,2019-01-31 22:18:14,N,1,75,236,1,0.8,4.5,0.5,0.5,0.0,0.0,,0.30000000000000004,5.8,2,1,0
2,2019-01-31 22:26:52,2019-01-31 22:37:41,N,1,7,223,2,2.33,10.0,0.5,0.5,4.88,0.0,,0.30000000000000004,16.18,1,1,0
2,2019-01-31 22:08:54,2019-01-31 22:23:39,N,1,129,173,1,2.19,11.0,0.5,0.5,0.0,0.0,,0.30000000000000004,12.3,2,1,0
1,2019-01-31 22:09:35,2019-01-31 22:17:11,N,1,210,108,1,2.5,9.0,0.5,0.5,2.0,0.0,,0.30000000000000004,12.3,1,1,0
1,2019-01-31 22:46:42,2019-01-31 22:52:24,N,1,210,150,1,0.8,5.5,0.5,0.5,1.0,0.0,,0.30000000000000004,7.8,1,1,0
2,2019-01-31 22:18:42,2019-01-31 22:51:08,N,1,215,203,1,5.99,26.0,0.5,0.5,0.0,0.0,,0.30000000000000004,27.3,1,1,0
2,2019-01-31 22:34:52,2019-02-01 21:42:26,N,1,129,129,1,1.12,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,2,1,0
2,2019-01-31 22:39:30,2019-01-31 22:45:54,N,1,82,157,1,1.32,6.5,0.5,0.5,1.0,0.0,,0.30000000000000004,8.8,1,1,0
2,2019-01-31 22:47:57,2019-01-31 22:54:53,N,1,82,129,3,1.12,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,2,1,0
1,2019-01-31 22:35:47,2019-01-31 22:53:11,N,1,130,7,2,10.3,29.5,0.5,0.5,0.0,0.0,,0.30000000000000004,30.8,2,1,0
2,2019-01-31 22:03:57,2019-01-31 22:06:52,N,1,43,263,1,0.6900000000000001,4.5,0.5,0.5,1.08,0.0,,0.30000000000000004,6.88,1,1,0
2,2019-01-31 22:09:28,2019-01-31 22:22:50,N,1,236,48,1,2.7600000000000002,11.5,0.5,0.5,0.0,0.0,,0.30000000000000004,12.8,2,1,0
2,2019-01-31 22:40:33,2019-01-31 22:44:30,N,1,74,42,1,0.55,4.5,0.5,0.5,1.16,0.0,,0.30000000000000004,6.96,1,1,0
2,2019-01-31 22:26:47,2019-01-31 22:34:25,N,1,193,179,1,1.69,8.0,0.5,0.5,0.0,0.0,,0.30000000000000004,9.3,2,1,0
2,2019-01-31 22:45:18,2019-01-31 22:54:14,N,1,146,179,1,2.2,9.0,0.5,0.5,0.0,0.0,,0.30000000000000004,10.3,1,1,0
2,2019-01-31 22:27:37,2019-01-31 22:42:23,N,1,65,61,1,3.1,13.5,0.5,0.5,2.96,0.0,,0.30000000000000004,17.76,1,1,0
2,2019-01-31 22:41:05,2019-01-31 22:44:53,N,1,116,42,1,0.61,4.5,0.5,0.5,0.0,0.0,,0.30000000000000004,5.8,2,1,0
2,2019-01-31 22:49:50,2019-01-31 22:59:28,N,1,42,151,1,2.15,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,2,1,0
2,2019-01-31 22:57:43,2019-01-31 23:04:13,N,1,130,10,1,2.3,9.0,0.5,0.5,1.0,0.0,,0.30000000000000004,11.3,1,1,0
2,2019-01-31 22:02:24,2019-01-31 22:06:17,N,1,7,7,2,0.73,5.0,0.5,0.5,0.0,0.0,,0.30000000000000004,6.3,2,1,0
2,2019-01-31 22:37:09,2019-01-31 22:41:10,N,1,129,129,2,0.76,5.0,0.5,0.5,1.26,0.0,,0.30000000000000004,7.56,1,1,0
2,2019-01-31 22:59:45,2019-01-31 23:09:55,N,1,129,157,2,2.03,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,2,1,0
2,2019-01-31 22:20:32,2019-01-31 22:24:48,N,1,41,152,1,1.0,5.0,0.5,0.5,0.0,0.0,,0.30000000000000004,6.3,2,1,0
2,2019-01-31 22:38:39,2019-02-01 22:24:48,N,1,166,41,1,0.49,4.5,0.5,0.5,0.87,0.0,,0.30000000000000004,6.67,1,1,0
2,2019-01-31 23:02:14,2019-01-31 23:15:52,N,1,179,129,1,2.96,12.5,0.5,0.5,2.7600000000000002,0.0,,0.30000000000000004,16.56,1,1,0
1,2019-01-31 22:56:28,2019-01-31 23:28:49,N,1,228,76,1,20.5,55.5,0.5,0.5,0.0,0.0,,0.30000000000000004,56.8,1,1,0
2,2019-01-31 22:22:10,2019-01-31 22:28:06,N,1,95,95,2,1.18,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,1,1,0
2,2019-01-31 22:11:03,2019-01-31 22:17:00,N,1,166,238,1,1.21,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,2,1,0
2,2019-01-31 22:25:14,2019-01-31 22:30:38,N,1,166,41,1,0.8200000000000001,5.5,0.5,0.5,0.0,0.0,,0.30000000000000004,6.8,2,1,0
2,2019-01-31 22:31:44,2019-01-31 22:33:49,N,1,247,119,1,0.48,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,1,1,0
2,2019-01-31 22:48:42,2019-01-31 22:57:51,N,1,42,127,1,4.0,13.0,0.5,0.5,2.86,0.0,,0.30000000000000004,17.16,1,1,0
2,2019-01-31 21:13:53,2019-01-31 21:19:22,N,1,97,97,2,1.11,6.0,0.5,0.5,1.0,0.0,,0.30000000000000004,8.3,1,1,0
2,2019-01-31 21:22:38,2019-01-31 21:32:16,N,1,97,181,2,1.99,9.0,0.5,0.5,0.0,0.0,,0.30000000000000004,10.3,2,1,0
2,2019-01-31 22:18:54,2019-01-31 22:34:25,N,1,129,92,1,6.09,20.0,0.5,0.5,0.0,0.0,,0.30000000000000004,21.3,2,1,0
2,2019-01-31 22:07:50,2019-01-31 22:38:04,N,1,7,154,1,18.4,50.0,0.5,0.5,0.0,0.0,,0.30000000000000004,51.3,2,1,0
2,2019-01-31 22:38:55,2019-01-31 22:48:49,N,1,260,157,1,1.62,8.5,0.5,0.5,0.0,0.0,,0.30000000000000004,9.8,2,1,0
2,2019-01-31 22:49:37,2019-01-31 23:01:05,N,1,130,10,1,2.71,11.0,0.5,0.5,0.0,0.0,,0.30000000000000004,12.3,1,1,0
2,2019-01-31 22:30:31,2019-01-31 22:40:44,N,1,89,89,1,1.41,8.5,0.5,0.5,0.0,0.0,,0.30000000000000004,9.8,1,1,0
1,2019-01-31 22:23:55,2019-01-31 22:36:06,N,1,65,188,1,2.6,11.0,0.5,0.5,2.45,0.0,,0.30000000000000004,14.75,1,1,0
2,2019-01-31 22:17:50,2019-01-31 23:19:06,N,1,32,132,1,30.9,87.0,0.5,0.5,0.0,0.0,,0.30000000000000004,88.3,1,1,0
2,2019-01-31 22:24:15,2019-01-31 22:33:58,N,1,166,50,1,4.55,14.5,0.5,0.5,2.5,0.0,,0.30000000000000004,18.3,1,1,0
2,2019-01-31 22:34:31,2019-01-31 22:38:17,N,1,260,129,1,0.87,5.0,0.5,0.5,0.0,0.0,,0.30000000000000004,6.3,2,1,0
2,2019-01-31 22:51:35,2019-01-31 22:54:19,N,1,65,52,1,0.64,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,2,1,0
2,2019-01-31 22:14:58,2019-01-31 22:21:43,N,1,75,238,1,0.96,6.5,0.5,0.5,1.0,0.0,,0.30000000000000004,8.8,1,1,0
2,2019-01-31 22:29:30,2019-01-31 22:34:20,N,1,75,41,1,0.96,5.5,0.5,0.5,0.0,0.0,,0.30000000000000004,6.8,2,1,0
2,2019-01-31 22:51:53,2019-01-31 23:02:42,N,1,74,24,1,1.8,9.0,0.5,0.5,1.5,0.0,,0.30000000000000004,11.8,1,1,0
2,2019-01-31 22:13:33,2019-01-31 22:17:43,N,1,7,7,1,0.6900000000000001,5.0,0.5,0.5,1.58,0.0,,0.30000000000000004,7.88,1,1,0
2,2019-01-31 22:27:44,2019-01-31 22:33:45,N,1,179,223,1,1.3,6.5,0.5,0.5,1.56,0.0,,0.30000000000000004,9.36,1,1,0
2,2019-01-31 22:42:16,2019-01-31 22:53:04,N,1,179,237,1,3.37,12.0,0.5,0.5,0.0,0.0,,0.30000000000000004,13.3,2,1,0
2,2019-01-31 22:21:38,2019-01-31 22:21:41,N,5,169,169,1,0.0,10.0,0.0,0.0,2.0,0.0,,0.0,12.0,1,2,0
2,2019-01-31 22:33:31,2019-01-31 22:36:38,N,1,260,83,1,0.6000000000000001,4.5,0.5,0.5,1.16,0.0,,0.30000000000000004,6.96,1,1,0
2,2019-01-31 22:41:25,2019-01-31 22:43:40,N,1,260,129,1,0.58,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,2,1,0
1,2019-01-31 22:38:00,2019-01-31 22:42:10,N,1,145,112,1,1.2,5.5,0.5,0.5,0.0,0.0,,0.30000000000000004,6.8,2,1,0
2,2019-01-31 22:10:58,2019-01-31 22:16:49,N,1,74,166,2,1.21,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,2,1,0
2,2019-01-31 22:38:46,2019-01-31 22:58:18,N,1,166,68,1,5.75,20.0,0.5,0.5,0.0,0.0,,0.30000000000000004,21.3,2,1,0
2,2019-01-31 22:40:21,2019-01-31 22:48:33,N,1,65,54,1,1.43,7.5,0.5,0.5,1.5,0.0,,0.30000000000000004,10.3,1,1,0
2,2019-01-31 22:07:58,2019-01-31 22:14:42,N,1,82,196,1,1.21,7.0,0.5,0.5,0.0,0.0,,0.30000000000000004,8.3,2,1,0
2,2019-01-31 22:23:07,2019-01-31 22:42:07,N,1,95,80,1,7.56,23.5,0.5,0.5,4.96,0.0,,0.30000000000000004,29.76,1,1,0
2,2019-01-31 22:42:07,2019-01-31 22:49:23,N,1,95,135,1,1.98,8.0,0.5,0.5,1.86,0.0,,0.30000000000000004,11.16,1,1,0
2,2019-01-31 22:57:21,2019-01-31 23:13:51,N,5,254,213,1,7.36,20.64,0.0,0.5,0.0,0.0,,0.0,21.14,1,2,0
2,2019-01-31 22:21:29,2019-01-31 22:35:32,N,1,65,188,2,3.02,12.5,0.5,0.5,2.7600000000000002,0.0,,0.30000000000000004,16.56,1,1,0
2,2019-01-31 22:30:07,2019-01-31 22:40:50,N,1,32,174,6,1.99,9.0,0.5,0.5,0.0,0.0,,0.30000000000000004,10.3,2,1,0
2,2019-01-31 22:18:40,2019-01-31 22:22:58,N,1,7,7,1,0.55,4.5,0.5,0.5,0.0,0.0,,0.30000000000000004,5.8,2,1,0
2,2019-01-31 22:01:29,2019-01-31 22:16:01,N,1,166,263,5,2.97,12.5,0.5,0.5,3.45,0.0,,0.30000000000000004,17.25,1,1,0
2,2019-01-31 22:05:43,2019-01-31 22:13:44,N,1,95,197,1,2.65,10.0,0.5,0.5,0.0,0.0,,0.30000000000000004,11.3,2,1,0
2,2019-01-31 22:33:02,2019-01-31 22:43:47,N,1,129,56,1,2.01,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,2,1,0
2,2019-01-31 22:56:30,2019-01-31 23:03:31,N,1,82,82,1,0.92,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,2,1,0
2,2019-01-31 22:23:19,2019-01-31 22:30:54,N,1,134,197,1,1.82,8.0,0.5,0.5,1.0,0.0,,0.30000000000000004,10.3,1,1,0
2,2019-01-31 22:03:16,2019-01-31 22:15:26,N,1,97,181,1,2.03,10.5,0.5,0.5,2.36,0.0,,0.30000000000000004,14.16,1,1,0
2,2019-01-31 22:20:16,2019-01-31 22:22:38,N,1,181,181,1,0.5,-4.0,-0.5,-0.5,0.0,0.0,,-0.30000000000000004,-5.3,3,1,0
2,2019-01-31 22:20:16,2019-01-31 22:22:38,N,1,181,181,1,0.5,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,2,1,0
2,2019-01-31 22:30:19,2019-01-31 22:47:53,N,1,97,89,1,4.49,16.5,0.5,0.5,3.56,0.0,,0.30000000000000004,21.36,1,1,0
2,2019-01-31 22:41:01,2019-01-31 22:51:01,N,1,82,82,1,2.11,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,2,1,0
2,2019-01-31 22:01:37,2019-01-31 22:05:52,N,1,223,223,1,0.74,5.0,0.5,0.5,1.26,0.0,,0.30000000000000004,7.56,1,1,0
2,2019-01-31 22:28:11,2019-01-31 22:30:43,N,1,223,223,1,0.45,4.0,0.5,0.5,2.0,0.0,,0.30000000000000004,7.3,1,1,0
2,2019-01-31 22:41:43,2019-01-31 22:44:41,N,1,223,223,1,0.61,4.5,0.5,0.5,2.0,0.0,,0.30000000000000004,7.8,1,1,0
2,2019-01-31 22:58:27,2019-01-31 23:05:08,N,1,223,260,1,1.35,7.0,0.5,0.5,0.0,0.0,,0.30000000000000004,8.3,2,1,0
2,2019-01-31 22:07:55,2019-01-31 22:12:10,N,1,74,75,2,1.35,6.0,0.5,0.5,2.0,0.0,,0.30000000000000004,9.3,1,1,0
2,2019-01-31 22:26:06,2019-01-31 22:29:26,N,1,42,42,2,0.84,5.0,0.5,0.5,0.0,0.0,,0.30000000000000004,6.3,2,1,0
2,2019-01-31 22:15:08,2019-01-31 22:22:01,N,1,65,17,1,1.67,7.5,0.5,0.5,2.64,0.0,,0.30000000000000004,11.44,1,1,0
2,2019-01-31 22:36:56,2019-01-31 22:37:13,N,1,97,97,1,0.0,2.5,0.5,0.5,0.0,0.0,,0.30000000000000004,3.8,2,1,0
1,2019-01-31 22:34:08,2019-01-31 22:44:07,N,1,74,166,0,1.9000000000000001,9.0,0.5,0.5,2.06,0.0,,0.30000000000000004,12.36,1,1,0
2,2019-01-31 22:19:53,2019-01-31 22:24:49,N,1,129,129,1,1.02,5.5,0.5,0.5,2.04,0.0,,0.30000000000000004,8.84,1,1,0
2,2019-01-31 22:29:27,2019-01-31 22:34:09,N,1,166,151,1,1.4,6.5,0.5,0.5,1.56,0.0,,0.30000000000000004,9.36,1,1,0
1,2019-01-31 22:28:05,2019-01-31 22:33:53,N,1,196,95,1,1.0,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,1,1,0
1,2019-01-31 22:30:18,2019-01-31 22:42:02,N,1,65,54,1,2.1,10.0,0.5,0.5,2.8,0.0,,0.30000000000000004,14.1,1,1,0
2,2019-01-31 22:19:17,2019-01-31 22:26:32,N,1,129,129,1,1.18,7.0,0.5,0.5,0.0,0.0,,0.30000000000000004,8.3,2,1,0
2,2019-01-31 22:07:49,2019-01-31 22:12:58,N,1,42,119,1,2.3,8.5,0.5,0.5,0.0,0.0,,0.30000000000000004,9.8,2,1,0
2,2019-01-31 22:20:23,2019-01-31 22:26:18,N,1,166,116,2,1.54,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,2,1,0
2,2019-01-31 22:45:23,2019-01-31 22:50:59,N,1,41,42,2,1.12,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,2,1,0
2,2019-01-31 22:05:41,2019-01-31 22:13:56,N,1,134,216,1,4.28,13.5,0.5,0.5,0.0,0.0,,0.30000000000000004,14.8,1,1,0
2,2019-01-31 22:37:18,2019-01-31 22:45:28,N,1,134,216,1,2.77,10.5,0.5,0.5,2.36,0.0,,0.30000000000000004,14.16,1,1,0
2,2019-01-31 22:57:44,2019-01-31 23:03:33,N,1,134,95,1,1.2,7.0,0.5,0.5,1.24,0.0,,0.30000000000000004,9.54,1,1,0
2,2019-01-31 22:17:16,2019-01-31 22:27:44,N,1,129,173,1,2.13,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,2,1,0
1,2019-01-31 22:37:25,2019-01-31 22:43:03,N,1,75,75,1,0.7000000000000001,5.5,0.5,0.5,0.0,0.0,,0.30000000000000004,6.8,1,1,0
2,2019-01-31 23:02:21,2019-01-31 23:29:50,N,1,66,143,1,6.87,24.0,0.5,0.5,7.59,0.0,,0.30000000000000004,32.89,1,1,0
2,2019-01-31 22:22:51,2019-01-31 22:25:26,N,1,41,166,1,0.47000000000000003,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,1,1,0
2,2019-01-31 22:35:58,2019-01-31 22:39:10,N,1,41,74,1,0.78,5.0,0.5,0.5,5.0,0.0,,0.30000000000000004,11.3,1,1,0
2,2019-01-31 22:55:36,2019-01-31 22:58:05,N,1,43,43,1,0.36,4.0,0.5,0.5,0.0,0.0,,0.30000000000000004,5.3,2,1,0
2,2019-01-31 23:03:10,2019-01-31 23:16:23,N,1,75,167,1,3.45,13.0,0.5,0.5,0.0,0.0,,0.30000000000000004,14.3,1,1,0
2,2019-01-31 22:54:14,2019-01-31 22:58:36,N,1,255,255,1,0.05,4.5,0.5,0.5,0.0,0.0,,0.30000000000000004,5.8,2,1,0
2,2019-01-31 22:52:05,2019-01-31 22:58:05,N,1,129,129,2,0.91,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,2,1,0
2,2019-01-31 22:16:23,2019-01-31 22:29:32,N,1,41,263,1,2.75,12.0,0.5,0.5,2.6,0.0,,0.30000000000000004,15.9,1,1,0
2,2019-01-31 22:40:32,2019-01-31 22:52:19,N,1,74,167,1,2.81,11.0,0.5,0.5,0.0,0.0,,0.30000000000000004,12.3,2,1,0
2,2019-01-31 22:03:25,2019-01-31 22:07:24,N,1,256,256,1,0.88,5.0,0.5,0.5,1.58,0.0,,0.30000000000000004,7.88,1,1,0
2,2019-01-31 22:50:20,2019-01-31 23:08:01,N,1,256,231,1,3.86,16.0,0.5,0.5,1.5,0.0,,0.30000000000000004,18.8,1,1,0
2,2019-01-31 22:21:39,2019-01-31 22:29:58,N,1,181,25,1,1.87,8.0,0.5,0.5,1.86,0.0,,0.30000000000000004,11.16,1,1,0
2,2019-01-31 22:46:30,2019-01-31 22:56:53,N,1,66,181,1,3.44,12.0,0.5,0.5,3.99,0.0,,0.30000000000000004,17.29,1,1,0
1,2019-01-31 22:00:08,2019-01-31 22:04:07,N,1,75,238,1,1.0,5.5,0.5,0.5,1.35,0.0,,0.30000000000000004,8.15,1,1,0
1,2019-01-31 22:20:18,2019-01-31 22:31:53,N,1,75,262,1,1.5,9.5,0.5,0.5,1.5,0.0,,0.30000000000000004,12.3,1,1,0
1,2019-01-31 22:47:45,2019-01-31 22:53:11,N,1,75,151,1,1.2,6.0,0.5,0.5,1.0,0.0,,0.30000000000000004,8.3,1,1,0
2,2019-01-31 22:05:41,2019-01-31 22:27:16,N,5,76,29,1,10.09,27.75,0.0,0.5,0.0,0.0,,0.0,28.25,1,2,0
2,2019-01-31 22:43:16,2019-01-31 22:53:29,N,1,74,236,1,2.27,9.5,0.5,0.5,0.0,0.0,,0.30000000000000004,10.8,2,1,0
2,2019-01-31 22:22:48,2019-01-31 22:27:47,N,1,26,26,1,0.76,5.5,0.5,0.5,0.0,0.0,,0.30000000000000004,6.8,1,1,0
2,2019-01-31 22:37:09,2019-01-31 23:11:28,N,1,22,7,1,17.15,48.0,0.5,0.5,0.0,0.0,,0.30000000000000004,49.3,1,1,0
2,2019-01-31 22:34:07,2019-01-31 22:47:51,N,1,260,223,2,3.64,13.5,0.5,0.5,0.0,0.0,,0.30000000000000004,14.8,2,1,0
2,2019-01-31 23:00:45,2019-01-31 23:10:01,N,1,7,83,2,1.58,8.0,0.5,0.5,0.0,0.0,,0.30000000000000004,9.3,2,1,0
2,2019-01-31 22:42:49,2019-01-31 22:49:21,N,1,65,97,1,1.36,7.0,0.5,0.5,1.66,0.0,,0.30000000000000004,9.96,1,1,0
2,2019-01-31 22:57:22,2019-01-31 23:04:27,N,1,97,49,2,1.25,7.0,0.5,0.5,1.66,0.0,,0.30000000000000004,9.96,1,1,0
2,2019-01-31 22:18:00,2019-01-31 22:24:02,N,1,82,129,1,0.87,6.0,0.5,0.5,0.0,0.0,,0.30000000000000004,7.3,1,1,0
2,2019-01-31 22:51:26,2019-01-31 22:57:22,N,1,129,129,1,1.12,6.5,0.5,0.5,0.0,0.0,,0.30000000000000004,7.8,2,1,0
2,2019-01-31 22:29:19,2019-01-31 22:33:12,N,1,219,218,1,0.9400000000000001,5.0,0.5,0.5,0.0,0.0,,0.30000000000000004,6.3,2,1,0
