vendor_i_d,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,ratecode_i_d,pu_location_id,do_location_id,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,trip_durasi
2,2019-01-31 22:22:42,2019-01-31 22:24:46,N,1,146,146,1,0.48280199999999995,3.5,0.5,0.5,0.0,0.0,,0.3,4.8,Cash,1,0,2.066666666666667
2,2019-01-31 22:23:24,2019-01-31 22:31:15,N,1,66,49,1,2.8485318,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,Cash,1,0,7.85
2,2019-01-31 22:36:15,2019-01-31 22:38:23,N,1,129,260,1,0.5471756,3.5,0.5,0.5,0.0,0.0,,0.3,4.8,Cash,1,0,2.1333333333333333
2,2019-01-31 22:40:03,2019-01-31 22:42:58,N,1,260,83,1,1.2230984,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,Cash,1,0,2.9166666666666665
2,2019-01-31 22:07:28,2019-01-31 22:10:14,N,1,134,28,1,0.9816973999999999,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Cash,1,0,2.7666666666666666
2,2019-01-31 22:46:23,2019-01-31 22:56:00,N,1,130,215,1,3.2991469999999996,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,Credit Card,1,0,9.616666666666667
2,2019-01-31 22:39:04,2019-01-31 22:49:42,N,1,260,198,1,5.2947286,11.5,0.5,0.5,3.2,0.0,,0.3,16.0,Credit Card,1,0,10.633333333333333
2,2019-01-31 22:34:03,2019-01-31 22:41:10,N,1,181,25,1,3.2508668,8.5,0.5,0.5,1.96,0.0,,0.3,13.71,Credit Card,1,0,7.116666666666666
2,2019-01-31 22:56:09,2019-01-31 22:58:31,N,1,145,112,1,1.2391918,4.5,0.5,0.5,1.0,0.0,,0.3,6.8,Credit Card,1,0,2.3666666666666667
2,2019-01-31 22:35:49,2019-01-31 22:36:43,N,1,181,181,1,0.4345218,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,Cash,1,0,0.9
2,2019-01-31 22:48:25,2019-01-31 22:50:48,N,1,181,97,1,1.2391918,4.0,0.5,0.5,0.85,0.0,,0.3,6.15,Credit Card,1,0,2.3833333333333333
1,2019-01-31 22:29:33,2019-01-31 22:36:08,N,1,244,243,1,2.41401,7.0,0.5,0.5,2.05,0.0,,0.3,10.35,Credit Card,1,0,6.583333333333333
2,2019-01-31 22:24:20,2019-01-31 22:29:31,N,1,7,7,2,1.6415268,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,Cash,1,0,5.183333333333334
2,2019-01-31 22:02:03,2019-01-31 22:09:06,N,1,33,97,1,1.60934,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,Cash,1,0,7.05
2,2019-01-31 22:23:11,2019-01-31 22:26:45,N,1,181,181,1,1.4001258,5.0,0.5,0.5,1.58,0.0,,0.3,7.88,Credit Card,1,0,3.566666666666667
2,2019-01-31 22:31:34,2019-01-31 22:35:31,N,1,256,80,1,0.9334172,4.5,0.5,0.5,1.04,0.0,,0.3,6.84,Credit Card,1,0,3.95
2,2019-01-31 22:31:35,2019-01-31 22:42:26,N,1,260,157,1,3.8624159999999996,10.0,0.5,0.5,2.0,0.0,,0.3,15.25,Credit Card,1,0,10.85
2,2019-01-31 22:18:35,2019-01-31 22:21:42,N,1,97,97,1,0.9977908,4.5,0.5,0.5,0.7000000000000001,0.0,,0.3,6.5,Credit Card,1,0,3.1166666666666667
2,2019-01-31 23:01:22,2019-01-31 23:09:38,N,1,97,49,1,2.0599552,7.5,0.5,0.5,2.64,0.0,,0.3,11.44,Credit Card,1,0,8.266666666666667
1,2019-01-31 22:32:10,2019-01-31 22:37:23,N,1,166,24,1,1.7702740000000001,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Cash,1,0,5.216666666666667
2,2019-01-31 22:23:00,2019-01-31 22:29:22,N,1,134,134,1,1.5127796,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Cash,1,0,6.366666666666666
2,2019-01-31 22:36:51,2019-01-31 22:43:59,N,1,134,216,1,5.8901844,12.0,0.5,0.5,2.66,0.0,,0.3,15.96,Credit Card,1,0,7.133333333333334
2,2019-01-31 22:04:54,2019-01-31 22:13:05,N,1,181,65,1,1.4644994,7.0,0.5,0.5,1.0,0.0,,0.3,9.3,Credit Card,1,0,8.183333333333334
2,2019-01-31 22:39:04,2019-01-31 22:47:30,N,1,97,189,1,2.41401,7.5,0.5,0.5,1.76,0.0,,0.3,10.56,Credit Card,1,0,8.433333333333334
1,2019-01-31 22:02:10,2019-01-31 22:06:08,N,1,75,74,1,1.448406,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,Cash,1,0,3.966666666666667
1,2019-01-31 22:15:02,2019-01-31 22:18:14,N,1,75,236,1,1.2874720000000002,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,Cash,1,0,3.2
2,2019-01-31 22:26:52,2019-01-31 22:37:41,N,1,7,223,2,3.7497622,10.0,0.5,0.5,4.88,0.0,,0.3,16.18,Credit Card,1,0,10.816666666666666
2,2019-01-31 22:08:54,2019-01-31 22:23:39,N,1,129,173,1,3.5244546,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,Cash,1,0,14.75
1,2019-01-31 22:09:35,2019-01-31 22:17:11,N,1,210,108,1,4.02335,9.0,0.5,0.5,2.0,0.0,,0.3,12.3,Credit Card,1,0,7.6
1,2019-01-31 22:46:42,2019-01-31 22:52:24,N,1,210,150,1,1.2874720000000002,5.5,0.5,0.5,1.0,0.0,,0.3,7.8,Credit Card,1,0,5.7
2,2019-01-31 22:18:42,2019-01-31 22:51:08,N,1,215,203,1,9.6399466,26.0,0.5,0.5,0.0,0.0,,0.3,27.3,Credit Card,1,0,32.43333333333333
2,2019-01-31 22:34:52,2019-02-01 21:42:26,N,1,129,129,1,1.8024608000000002,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Cash,1,0,1387.5666666666666
2,2019-01-31 22:39:30,2019-01-31 22:45:54,N,1,82,157,1,2.1243288000000002,6.5,0.5,0.5,1.0,0.0,,0.3,8.8,Credit Card,1,0,6.4
2,2019-01-31 22:47:57,2019-01-31 22:54:53,N,1,82,129,3,1.8024608000000002,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,Cash,1,0,6.933333333333334
1,2019-01-31 22:35:47,2019-01-31 22:53:11,N,1,130,7,2,16.576202000000002,29.5,0.5,0.5,0.0,0.0,,0.3,30.8,Cash,1,0,17.4
2,2019-01-31 22:03:57,2019-01-31 22:06:52,N,1,43,263,1,1.1104446000000001,4.5,0.5,0.5,1.08,0.0,,0.3,6.88,Credit Card,1,0,2.9166666666666665
2,2019-01-31 22:09:28,2019-01-31 22:22:50,N,1,236,48,1,4.4417784,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,Cash,1,0,13.366666666666667
2,2019-01-31 22:40:33,2019-01-31 22:44:30,N,1,74,42,1,0.8851370000000001,4.5,0.5,0.5,1.16,0.0,,0.3,6.96,Credit Card,1,0,3.95
2,2019-01-31 22:26:47,2019-01-31 22:34:25,N,1,193,179,1,2.7197846,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,Cash,1,0,7.633333333333334
2,2019-01-31 22:45:18,2019-01-31 22:54:14,N,1,146,179,1,3.5405480000000003,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,Credit Card,1,0,8.933333333333334
2,2019-01-31 22:27:37,2019-01-31 22:42:23,N,1,65,61,1,4.9889540000000006,13.5,0.5,0.5,2.96,0.0,,0.3,17.76,Credit Card,1,0,14.766666666666667
2,2019-01-31 22:41:05,2019-01-31 22:44:53,N,1,116,42,1,0.9816973999999999,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,Cash,1,0,3.8
2,2019-01-31 22:49:50,2019-01-31 22:59:28,N,1,42,151,1,3.4600809999999997,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,Cash,1,0,9.633333333333333
2,2019-01-31 22:57:43,2019-01-31 23:04:13,N,1,130,10,1,3.7014819999999995,9.0,0.5,0.5,1.0,0.0,,0.3,11.3,Credit Card,1,0,6.5
2,2019-01-31 22:02:24,2019-01-31 22:06:17,N,1,7,7,2,1.1748182,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,Cash,1,0,3.8833333333333333
2,2019-01-31 22:37:09,2019-01-31 22:41:10,N,1,129,129,2,1.2230984,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,Credit Card,1,0,4.016666666666667
2,2019-01-31 22:59:45,2019-01-31 23:09:55,N,1,129,157,2,3.2669601999999998,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,Cash,1,0,10.166666666666666
2,2019-01-31 22:20:32,2019-01-31 22:24:48,N,1,41,152,1,1.60934,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,Cash,1,0,4.266666666666667
2,2019-01-31 22:38:39,2019-02-01 22:24:48,N,1,166,41,1,0.7885766,4.5,0.5,0.5,0.87,0.0,,0.3,6.67,Credit Card,1,0,1426.15
2,2019-01-31 23:02:14,2019-01-31 23:15:52,N,1,179,129,1,4.7636464,12.5,0.5,0.5,2.76,0.0,,0.3,16.56,Credit Card,1,0,13.633333333333333
1,2019-01-31 22:56:28,2019-01-31 23:28:49,N,1,228,76,1,32.99147,55.5,0.5,0.5,0.0,0.0,,0.3,56.8,Credit Card,1,0,32.35
2,2019-01-31 22:22:10,2019-01-31 22:28:06,N,1,95,95,2,1.8990212,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,Credit Card,1,0,5.933333333333334
2,2019-01-31 22:11:03,2019-01-31 22:17:00,N,1,166,238,1,1.9473014,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,Cash,1,0,5.95
2,2019-01-31 22:25:14,2019-01-31 22:30:38,N,1,166,41,1,1.3196588,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,Cash,1,0,5.4
2,2019-01-31 22:31:44,2019-01-31 22:33:49,N,1,247,119,1,0.7724831999999999,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Credit Card,1,0,2.0833333333333335
2,2019-01-31 22:48:42,2019-01-31 22:57:51,N,1,42,127,1,6.43736,13.0,0.5,0.5,2.86,0.0,,0.3,17.16,Credit Card,1,0,9.15
2,2019-01-31 21:13:53,2019-01-31 21:19:22,N,1,97,97,2,1.7863674,6.0,0.5,0.5,1.0,0.0,,0.3,8.3,Credit Card,1,0,5.483333333333333
2,2019-01-31 21:22:38,2019-01-31 21:32:16,N,1,97,181,2,3.2025866,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,Cash,1,0,9.633333333333333
2,2019-01-31 22:18:54,2019-01-31 22:34:25,N,1,129,92,1,9.8008806,20.0,0.5,0.5,0.0,0.0,,0.3,21.3,Cash,1,0,15.516666666666667
2,2019-01-31 22:07:50,2019-01-31 22:38:04,N,1,7,154,1,29.611855999999996,50.0,0.5,0.5,0.0,0.0,,0.3,51.3,Cash,1,0,30.233333333333334
2,2019-01-31 22:38:55,2019-01-31 22:48:49,N,1,260,157,1,2.6071308,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,Cash,1,0,9.9
2,2019-01-31 22:49:37,2019-01-31 23:01:05,N,1,130,10,1,4.3613114,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,Credit Card,1,0,11.466666666666667
2,2019-01-31 22:30:31,2019-01-31 22:40:44,N,1,89,89,1,2.2691694,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,Credit Card,1,0,10.216666666666667
1,2019-01-31 22:23:55,2019-01-31 22:36:06,N,1,65,188,1,4.184284,11.0,0.5,0.5,2.45,0.0,,0.3,14.75,Credit Card,1,0,12.183333333333334
2,2019-01-31 22:17:50,2019-01-31 23:19:06,N,1,32,132,1,49.728606,87.0,0.5,0.5,0.0,0.0,,0.3,88.3,Credit Card,1,0,61.266666666666666
2,2019-01-31 22:24:15,2019-01-31 22:33:58,N,1,166,50,1,7.322496999999999,14.5,0.5,0.5,2.5,0.0,,0.3,18.3,Credit Card,1,0,9.716666666666667
2,2019-01-31 22:34:31,2019-01-31 22:38:17,N,1,260,129,1,1.4001258,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,Cash,1,0,3.7666666666666666
2,2019-01-31 22:51:35,2019-01-31 22:54:19,N,1,65,52,1,1.0299776,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Cash,1,0,2.7333333333333334
2,2019-01-31 22:14:58,2019-01-31 22:21:43,N,1,75,238,1,1.5449663999999999,6.5,0.5,0.5,1.0,0.0,,0.3,8.8,Credit Card,1,0,6.75
2,2019-01-31 22:29:30,2019-01-31 22:34:20,N,1,75,41,1,1.5449663999999999,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,Cash,1,0,4.833333333333333
2,2019-01-31 22:51:53,2019-01-31 23:02:42,N,1,74,24,1,2.896812,9.0,0.5,0.5,1.5,0.0,,0.3,11.8,Credit Card,1,0,10.816666666666666
2,2019-01-31 22:13:33,2019-01-31 22:17:43,N,1,7,7,1,1.1104446000000001,5.0,0.5,0.5,1.58,0.0,,0.3,7.88,Credit Card,1,0,4.166666666666667
2,2019-01-31 22:27:44,2019-01-31 22:33:45,N,1,179,223,1,2.092142,6.5,0.5,0.5,1.56,0.0,,0.3,9.36,Credit Card,1,0,6.016666666666667
2,2019-01-31 22:42:16,2019-01-31 22:53:04,N,1,179,237,1,5.4234758,12.0,0.5,0.5,0.0,0.0,,0.3,13.3,Cash,1,0,10.8
2,2019-01-31 22:21:38,2019-01-31 22:21:41,N,5,169,169,1,0.0,10.0,0.0,0.0,2.0,0.0,,0.0,12.0,Credit Card,2,0,0.05
2,2019-01-31 22:33:31,2019-01-31 22:36:38,N,1,260,83,1,0.9656040000000001,4.5,0.5,0.5,1.16,0.0,,0.3,6.96,Credit Card,1,0,3.1166666666666667
2,2019-01-31 22:41:25,2019-01-31 22:43:40,N,1,260,129,1,0.9334172,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Cash,1,0,2.25
1,2019-01-31 22:38:00,2019-01-31 22:42:10,N,1,145,112,1,1.9312079999999998,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,Cash,1,0,4.166666666666667
2,2019-01-31 22:10:58,2019-01-31 22:16:49,N,1,74,166,2,1.9473014,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,Cash,1,0,5.85
2,2019-01-31 22:38:46,2019-01-31 22:58:18,N,1,166,68,1,9.253705,20.0,0.5,0.5,0.0,0.0,,0.3,21.3,Cash,1,0,19.533333333333335
2,2019-01-31 22:40:21,2019-01-31 22:48:33,N,1,65,54,1,2.3013562,7.5,0.5,0.5,1.5,0.0,,0.3,10.3,Credit Card,1,0,8.2
2,2019-01-31 22:07:58,2019-01-31 22:14:42,N,1,82,196,1,1.9473014,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,Cash,1,0,6.733333333333333
2,2019-01-31 22:23:07,2019-01-31 22:42:07,N,1,95,80,1,12.1666104,23.5,0.5,0.5,4.96,0.0,,0.3,29.76,Credit Card,1,0,19.0
2,2019-01-31 22:42:07,2019-01-31 22:49:23,N,1,95,135,1,3.1864932,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,Credit Card,1,0,7.266666666666667
2,2019-01-31 22:57:21,2019-01-31 23:13:51,N,5,254,213,1,11.844742400000001,20.64,0.0,0.5,0.0,0.0,,0.0,21.14,Credit Card,2,0,16.5
2,2019-01-31 22:21:29,2019-01-31 22:35:32,N,1,65,188,2,4.8602068,12.5,0.5,0.5,2.76,0.0,,0.3,16.56,Credit Card,1,0,14.05
2,2019-01-31 22:30:07,2019-01-31 22:40:50,N,1,32,174,6,3.2025866,9.0,0.5,0.5,0.0,0.0,,0.3,10.3,Cash,1,0,10.716666666666667
2,2019-01-31 22:18:40,2019-01-31 22:22:58,N,1,7,7,1,0.8851370000000001,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,Cash,1,0,4.3
2,2019-01-31 22:01:29,2019-01-31 22:16:01,N,1,166,263,5,4.779739800000001,12.5,0.5,0.5,3.45,0.0,,0.3,17.25,Credit Card,1,0,14.533333333333333
2,2019-01-31 22:05:43,2019-01-31 22:13:44,N,1,95,197,1,4.2647509999999995,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,Cash,1,0,8.016666666666667
2,2019-01-31 22:33:02,2019-01-31 22:43:47,N,1,129,56,1,3.2347733999999995,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,Cash,1,0,10.75
2,2019-01-31 22:56:30,2019-01-31 23:03:31,N,1,82,82,1,1.4805928000000002,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Cash,1,0,7.016666666666667
2,2019-01-31 22:23:19,2019-01-31 22:30:54,N,1,134,197,1,2.9289988,8.0,0.5,0.5,1.0,0.0,,0.3,10.3,Credit Card,1,0,7.583333333333333
2,2019-01-31 22:03:16,2019-01-31 22:15:26,N,1,97,181,1,3.2669601999999998,10.5,0.5,0.5,2.36,0.0,,0.3,14.16,Credit Card,1,0,12.166666666666666
2,2019-01-31 22:20:16,2019-01-31 22:22:38,N,1,181,181,1,0.80467,-4.0,-0.5,-0.5,0.0,0.0,,-0.3,-5.3,No Charge,1,0,2.3666666666666667
2,2019-01-31 22:20:16,2019-01-31 22:22:38,N,1,181,181,1,0.80467,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Cash,1,0,2.3666666666666667
2,2019-01-31 22:30:19,2019-01-31 22:47:53,N,1,97,89,1,7.225936600000001,16.5,0.5,0.5,3.56,0.0,,0.3,21.36,Credit Card,1,0,17.566666666666666
2,2019-01-31 22:41:01,2019-01-31 22:51:01,N,1,82,82,1,3.3957073999999996,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,Cash,1,0,10.0
2,2019-01-31 22:01:37,2019-01-31 22:05:52,N,1,223,223,1,1.1909116,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,Credit Card,1,0,4.25
2,2019-01-31 22:28:11,2019-01-31 22:30:43,N,1,223,223,1,0.724203,4.0,0.5,0.5,2.0,0.0,,0.3,7.3,Credit Card,1,0,2.533333333333333
2,2019-01-31 22:41:43,2019-01-31 22:44:41,N,1,223,223,1,0.9816973999999999,4.5,0.5,0.5,2.0,0.0,,0.3,7.8,Credit Card,1,0,2.966666666666667
2,2019-01-31 22:58:27,2019-01-31 23:05:08,N,1,223,260,1,2.172609,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,Cash,1,0,6.683333333333334
2,2019-01-31 22:07:55,2019-01-31 22:12:10,N,1,74,75,2,2.172609,6.0,0.5,0.5,2.0,0.0,,0.3,9.3,Credit Card,1,0,4.25
2,2019-01-31 22:26:06,2019-01-31 22:29:26,N,1,42,42,2,1.3518455999999999,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,Cash,1,0,3.3333333333333335
2,2019-01-31 22:15:08,2019-01-31 22:22:01,N,1,65,17,1,2.6875978,7.5,0.5,0.5,2.64,0.0,,0.3,11.44,Credit Card,1,0,6.883333333333334
2,2019-01-31 22:36:56,2019-01-31 22:37:13,N,1,97,97,1,0.0,2.5,0.5,0.5,0.0,0.0,,0.3,3.8,Cash,1,0,0.2833333333333333
1,2019-01-31 22:34:08,2019-01-31 22:44:07,N,1,74,166,0,3.057746,9.0,0.5,0.5,2.06,0.0,,0.3,12.36,Credit Card,1,0,9.983333333333333
2,2019-01-31 22:19:53,2019-01-31 22:24:49,N,1,129,129,1,1.6415268,5.5,0.5,0.5,2.04,0.0,,0.3,8.84,Credit Card,1,0,4.933333333333334
2,2019-01-31 22:29:27,2019-01-31 22:34:09,N,1,166,151,1,2.2530759999999996,6.5,0.5,0.5,1.56,0.0,,0.3,9.36,Credit Card,1,0,4.7
1,2019-01-31 22:28:05,2019-01-31 22:33:53,N,1,196,95,1,1.60934,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Credit Card,1,0,5.8
1,2019-01-31 22:30:18,2019-01-31 22:42:02,N,1,65,54,1,3.379614,10.0,0.5,0.5,2.8,0.0,,0.3,14.1,Credit Card,1,0,11.733333333333333
2,2019-01-31 22:19:17,2019-01-31 22:26:32,N,1,129,129,1,1.8990212,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,Cash,1,0,7.25
2,2019-01-31 22:07:49,2019-01-31 22:12:58,N,1,42,119,1,3.7014819999999995,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,Cash,1,0,5.15
2,2019-01-31 22:20:23,2019-01-31 22:26:18,N,1,166,116,2,2.4783836,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,Cash,1,0,5.916666666666667
2,2019-01-31 22:45:23,2019-01-31 22:50:59,N,1,41,42,2,1.8024608000000002,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Cash,1,0,5.6
2,2019-01-31 22:05:41,2019-01-31 22:13:56,N,1,134,216,1,6.8879752000000005,13.5,0.5,0.5,0.0,0.0,,0.3,14.8,Credit Card,1,0,8.25
2,2019-01-31 22:37:18,2019-01-31 22:45:28,N,1,134,216,1,4.4578718,10.5,0.5,0.5,2.36,0.0,,0.3,14.16,Credit Card,1,0,8.166666666666666
2,2019-01-31 22:57:44,2019-01-31 23:03:33,N,1,134,95,1,1.9312079999999998,7.0,0.5,0.5,1.24,0.0,,0.3,9.54,Credit Card,1,0,5.816666666666666
2,2019-01-31 22:17:16,2019-01-31 22:27:44,N,1,129,173,1,3.4278942,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,Cash,1,0,10.466666666666667
1,2019-01-31 22:37:25,2019-01-31 22:43:03,N,1,75,75,1,1.126538,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,Credit Card,1,0,5.633333333333334
2,2019-01-31 23:02:21,2019-01-31 23:29:50,N,1,66,143,1,11.0561658,24.0,0.5,0.5,7.59,0.0,,0.3,32.89,Credit Card,1,0,27.483333333333334
2,2019-01-31 22:22:51,2019-01-31 22:25:26,N,1,41,166,1,0.7563898,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Credit Card,1,0,2.5833333333333335
2,2019-01-31 22:35:58,2019-01-31 22:39:10,N,1,41,74,1,1.2552852,5.0,0.5,0.5,5.0,0.0,,0.3,11.3,Credit Card,1,0,3.2
2,2019-01-31 22:55:36,2019-01-31 22:58:05,N,1,43,43,1,0.5793623999999999,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,Cash,1,0,2.4833333333333334
2,2019-01-31 23:03:10,2019-01-31 23:16:23,N,1,75,167,1,5.552223000000001,13.0,0.5,0.5,0.0,0.0,,0.3,14.3,Credit Card,1,0,13.216666666666667
2,2019-01-31 22:54:14,2019-01-31 22:58:36,N,1,255,255,1,0.08046700000000001,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,Cash,1,0,4.366666666666666
2,2019-01-31 22:52:05,2019-01-31 22:58:05,N,1,129,129,2,1.4644994,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,Cash,1,0,6.0
2,2019-01-31 22:16:23,2019-01-31 22:29:32,N,1,41,263,1,4.425685,12.0,0.5,0.5,2.6,0.0,,0.3,15.9,Credit Card,1,0,13.15
2,2019-01-31 22:40:32,2019-01-31 22:52:19,N,1,74,167,1,4.5222454,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,Cash,1,0,11.783333333333333
2,2019-01-31 22:03:25,2019-01-31 22:07:24,N,1,256,256,1,1.4162192,5.0,0.5,0.5,1.58,0.0,,0.3,7.88,Credit Card,1,0,3.9833333333333334
2,2019-01-31 22:50:20,2019-01-31 23:08:01,N,1,256,231,1,6.2120524,16.0,0.5,0.5,1.5,0.0,,0.3,18.8,Credit Card,1,0,17.683333333333334
2,2019-01-31 22:21:39,2019-01-31 22:29:58,N,1,181,25,1,3.0094658,8.0,0.5,0.5,1.86,0.0,,0.3,11.16,Credit Card,1,0,8.316666666666666
2,2019-01-31 22:46:30,2019-01-31 22:56:53,N,1,66,181,1,5.5361296,12.0,0.5,0.5,3.99,0.0,,0.3,17.29,Credit Card,1,0,10.383333333333333
