vendor_i_d,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,ratecode_i_d,pu_location_id,do_location_id,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,trip_durasi
2,2019-01-10 16:02:00,2019-01-10 16:36:54,N,5,166,183,1,16.2060538,33.08,0.0,0.5,0.0,0.0,,0.0,33.58,Credit Card,2,,34.9
2,2019-01-10 16:03:05,2019-01-10 16:22:09,N,5,94,213,1,8.0627934,16.62,0.0,0.5,0.0,0.0,,0.0,17.12,Credit Card,2,,19.066666666666666
2,2019-01-10 16:34:50,2019-01-10 16:47:11,N,1,74,74,1,2.5266638,9.0,1.0,0.5,0.0,0.0,,0.3,10.8,Credit Card,1,,12.35
1,2019-01-10 16:05:50,2019-01-10 16:15:38,N,1,75,75,1,1.2874720000000002,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,9.8
1,2019-01-10 16:56:04,2019-01-10 16:57:12,N,1,75,75,1,1.2874720000000002,3.0,1.0,0.5,0.0,0.0,,0.3,4.8,No Charge,1,,1.1333333333333333
2,2019-01-10 16:34:11,2019-01-10 16:51:28,N,1,65,234,1,6.035025,14.5,1.0,0.5,4.08,0.0,,0.3,20.38,Credit Card,1,,17.283333333333335
2,2019-01-10 16:04:55,2019-01-10 16:27:11,N,1,74,239,1,4.6509926,15.5,1.0,0.5,0.0,0.0,,0.3,17.3,Cash,1,,22.266666666666666
2,2019-01-10 16:49:13,2019-01-10 16:59:46,N,1,41,116,1,2.6071308,9.0,1.0,0.5,2.16,0.0,,0.3,12.96,Credit Card,1,,10.55
2,2019-01-10 16:55:40,2019-01-10 17:01:09,N,1,75,75,1,0.9656039999999999,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,Cash,1,,5.483333333333333
2,2019-01-10 16:07:31,2019-01-10 16:12:15,N,1,41,41,1,1.0299776,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,Cash,1,,4.733333333333333
2,2019-01-10 16:27:47,2019-01-10 16:34:40,N,1,43,75,1,1.3035654,6.0,1.0,0.5,1.95,0.0,,0.3,9.75,Credit Card,1,,6.883333333333334
2,2019-01-10 16:59:06,2019-01-10 17:39:36,N,1,74,159,1,4.6027124,24.5,1.0,0.5,0.0,0.0,,0.3,26.3,Credit Card,1,,40.5
2,2019-01-10 16:14:17,2019-01-10 16:14:22,N,1,41,41,1,0.048280199999999995,2.5,1.0,0.5,0.0,0.0,,0.3,4.3,Cash,1,,0.08333333333333333
2,2019-01-10 16:47:00,2019-01-10 17:17:56,N,1,244,141,1,10.8952318,24.5,1.0,0.5,1.32,0.0,,0.3,27.62,Credit Card,1,,30.933333333333334
2,2019-01-10 16:52:39,2019-01-10 16:54:01,N,1,193,7,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Credit Card,1,,1.3666666666666667
2,2019-01-10 17:54:48,2019-01-10 17:55:22,N,1,193,193,1,0.0,2.5,1.0,0.5,0.86,0.0,,0.3,5.16,Credit Card,1,,0.5666666666666667
2,2019-01-10 17:49:37,2019-01-10 17:49:39,N,1,264,193,1,0.0,2.5,1.0,0.5,1.29,0.0,,0.3,5.59,Credit Card,1,,0.03333333333333333
2,2019-01-10 17:16:09,2019-01-10 17:16:59,N,1,193,193,1,0.0,2.5,1.0,0.5,0.01,0.0,,0.3,4.31,Credit Card,1,,0.8333333333333334
2,2019-01-10 17:38:32,2019-01-10 17:39:33,N,1,193,193,1,0.0,3.0,1.0,0.5,0.02,0.0,,0.3,4.82,Credit Card,1,,1.0166666666666666
1,2019-01-10 17:00:23,2019-01-10 17:07:04,N,1,74,166,1,2.092142,7.0,1.0,0.5,0.0,0.0,,0.3,8.8,Cash,1,,6.683333333333334
2,2019-01-10 17:27:20,2019-01-10 17:44:29,N,1,226,173,1,5.5361296,13.5,1.0,0.5,0.0,0.0,,0.3,15.3,Cash,1,,17.15
2,2019-01-10 18:01:02,2019-01-10 18:14:13,N,1,92,173,1,5.7614372000000005,12.0,1.0,0.5,0.0,0.0,,0.3,13.8,Cash,1,,13.183333333333334
2,2019-01-10 17:12:04,2019-01-10 17:40:50,N,1,193,90,1,7.612178200000001,21.0,1.0,0.5,5.71,5.76,,0.3,34.27,Credit Card,1,,28.766666666666666
2,2019-01-10 17:14:07,2019-01-10 17:14:11,N,1,193,7,1,0.0,-2.5,-1.0,-0.5,0.0,0.0,,-0.3,-4.3,No Charge,1,,0.06666666666666667
2,2019-01-10 17:14:07,2019-01-10 17:14:11,N,1,193,7,1,0.0,2.5,1.0,0.5,0.0,0.0,,0.3,4.3,Cash,1,,0.06666666666666667
2,2019-01-10 17:20:17,2019-01-10 17:20:37,N,1,193,193,1,0.0,2.5,1.0,0.5,0.86,0.0,,0.3,7.11,Credit Card,1,,0.3333333333333333
2,2019-01-10 17:05:39,2019-01-10 17:13:13,N,1,74,42,2,1.8185542,7.0,1.0,0.5,2.64,0.0,,0.3,11.44,Credit Card,1,,7.566666666666666
2,2019-01-10 17:28:12,2019-01-10 17:37:15,N,1,41,74,2,1.9633947999999999,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,9.05
2,2019-01-10 17:40:20,2019-01-10 17:45:26,N,1,42,74,2,1.5449663999999999,5.5,1.0,0.5,1.46,0.0,,0.3,8.76,Credit Card,1,,5.1
2,2019-01-10 17:53:59,2019-01-10 17:58:48,N,1,74,41,2,1.2230984,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,Cash,1,,4.816666666666666
1,2019-01-10 17:26:16,2019-01-10 17:38:35,N,1,75,75,1,0.9656039999999999,8.5,1.0,0.5,2.05,0.0,,0.3,12.35,Credit Card,1,,12.316666666666666
1,2019-01-10 17:53:25,2019-01-10 17:59:32,N,1,75,236,1,1.1265379999999998,6.0,1.0,0.5,1.55,0.0,,0.3,9.35,Credit Card,1,,6.116666666666666
2,2019-01-10 17:34:09,2019-01-10 17:51:32,N,1,33,256,1,4.409591600000001,13.5,1.0,0.5,0.0,0.0,,0.3,15.3,Cash,1,,17.383333333333333
2,2019-01-10 17:13:26,2019-01-10 17:19:04,N,1,236,238,1,1.5449663999999999,6.0,1.0,0.5,0.39,0.0,,0.3,8.19,Credit Card,1,,5.633333333333334
2,2019-01-10 17:41:31,2019-01-10 18:08:38,N,1,75,142,1,4.7636464,18.0,1.0,0.5,2.97,0.0,,0.3,22.77,Credit Card,1,,27.116666666666667
2,2019-01-10 17:44:43,2019-01-10 17:50:57,N,1,223,223,1,2.4944770000000003,7.0,1.0,0.5,2.64,0.0,,0.3,11.44,Credit Card,1,,6.233333333333333
2,2019-01-10 17:25:44,2019-01-10 17:29:55,N,1,134,134,5,1.1909116,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,Cash,1,,4.183333333333334
2,2019-01-10 17:41:16,2019-01-10 17:55:43,N,1,134,216,5,5.2625418,12.5,1.0,0.5,2.86,0.0,,0.3,17.16,Credit Card,1,,14.45
2,2019-01-10 17:06:33,2019-01-10 17:29:57,N,1,82,93,1,5.63269,16.5,1.0,0.5,0.0,0.0,,0.3,18.3,Cash,1,,23.4
2,2019-01-10 17:25:41,2019-01-10 17:40:47,N,1,75,166,1,3.8785094,12.0,1.0,0.5,2.76,0.0,,0.3,16.56,Credit Card,1,,15.1
2,2019-01-10 17:48:38,2019-01-10 17:59:58,N,1,92,192,1,2.6875978,9.0,1.0,0.5,0.0,0.0,,0.3,10.8,Cash,1,,11.333333333333334
1,2019-01-10 17:19:45,2019-01-10 17:28:13,N,1,7,129,1,2.2530759999999996,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,8.466666666666667
1,2019-01-10 17:32:08,2019-01-10 17:47:22,N,1,75,142,1,3.7014819999999995,12.0,1.0,0.5,2.0,0.0,,0.3,15.8,Credit Card,1,,15.233333333333333
2,2019-01-10 17:05:28,2019-01-10 18:27:09,N,5,35,142,1,21.5329692,44.04,0.0,0.5,0.0,0.0,,0.0,44.54,Credit Card,2,,81.68333333333334
2,2019-01-10 17:23:01,2019-01-10 17:38:50,N,1,65,33,2,2.3818232,11.0,1.0,0.5,3.2,0.0,,0.3,16.0,Credit Card,1,,15.816666666666666
2,2019-01-10 17:43:23,2019-01-10 17:47:15,N,1,52,40,2,1.3840324,5.0,1.0,0.5,1.36,0.0,,0.3,8.16,Credit Card,1,,3.8666666666666667
2,2019-01-10 17:15:36,2019-01-10 17:28:55,N,1,74,74,2,2.4944770000000003,10.0,1.0,0.5,0.0,0.0,,0.3,11.8,Credit Card,1,,13.316666666666666
2,2019-01-10 17:42:36,2019-01-10 18:17:36,N,1,42,183,2,14.5967138,31.0,1.0,0.5,0.0,0.0,,0.3,32.8,Credit Card,1,,35.0
2,2019-01-10 17:16:49,2019-01-10 17:45:11,N,1,218,191,1,8.5455954,21.5,1.0,0.5,0.0,0.0,,0.3,23.3,Credit Card,1,,28.366666666666667
2,2019-01-10 17:20:52,2019-01-10 17:38:53,N,1,244,116,1,2.0277684,12.0,1.0,0.5,2.76,0.0,,0.3,16.56,Credit Card,1,,18.016666666666666
2,2019-01-10 17:47:29,2019-01-10 17:57:57,N,1,244,42,1,6.7109478,14.0,1.0,0.5,3.16,0.0,,0.3,18.96,Credit Card,1,,10.466666666666667
2,2019-01-10 17:36:29,2019-01-10 17:44:48,N,1,75,42,1,2.3818232,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,8.316666666666666
2,2019-01-10 17:17:13,2019-01-10 17:26:07,N,1,223,138,1,4.6348991999999996,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,Cash,1,,8.9
2,2019-01-10 17:35:33,2019-01-10 17:48:13,N,1,179,138,1,4.8441133999999995,13.0,1.0,0.5,1.5,0.0,,0.3,16.3,Credit Card,1,,12.666666666666666
2,2019-01-10 17:27:34,2019-01-10 17:51:19,N,1,255,49,1,4.345218,15.5,1.0,0.5,3.46,0.0,,0.3,20.76,Credit Card,1,,23.75
1,2019-01-10 17:13:29,2019-01-10 17:28:13,N,1,195,66,2,4.506151999999999,12.0,1.0,0.5,0.0,0.0,,0.3,13.8,Cash,1,,14.733333333333333
1,2019-01-10 17:58:30,2019-01-10 18:19:25,N,1,52,49,1,3.5405480000000003,14.5,1.0,0.5,3.25,0.0,,0.3,19.55,Credit Card,1,,20.916666666666668
2,2019-01-10 17:08:59,2019-01-10 17:09:03,N,5,168,168,1,0.0,2.75,0.0,0.0,5.0,0.0,,0.0,7.75,Credit Card,2,,0.06666666666666667
2,2019-01-10 17:11:42,2019-01-10 17:23:35,N,1,41,238,1,3.2830536,10.0,1.0,0.5,2.36,0.0,,0.3,14.16,Credit Card,1,,11.883333333333333
2,2019-01-10 17:39:34,2019-01-10 18:44:16,N,1,75,216,1,21.243288,48.0,1.0,0.5,0.0,0.0,,0.3,49.8,Cash,1,,64.7
2,2019-01-10 17:34:58,2019-01-10 17:54:27,N,5,167,212,1,6.179865599999999,15.67,0.0,0.5,0.0,0.0,,0.0,16.17,Credit Card,2,,19.483333333333334
2,2019-01-10 17:28:04,2019-01-10 17:54:38,N,1,247,220,1,7.2903102,20.0,1.0,0.5,0.0,0.0,,0.3,21.8,Credit Card,1,,26.566666666666666
2,2019-01-10 17:27:33,2019-01-10 17:39:22,N,1,166,74,1,2.4944770000000003,9.5,1.0,0.5,0.0,0.0,,0.3,11.3,Cash,1,,11.816666666666666
2,2019-01-10 17:45:01,2019-01-10 17:55:05,N,1,74,166,1,2.0438618,8.0,1.0,0.5,0.0,0.0,,0.3,9.8,Cash,1,,10.066666666666666
2,2019-01-10 18:02:06,2019-01-10 18:19:40,N,1,43,237,1,3.2508668,12.5,1.0,0.5,0.0,0.0,,0.3,14.3,Cash,1,,17.566666666666666
2,2019-01-10 17:20:58,2019-01-10 18:17:54,N,1,97,213,1,25.0413304,48.0,1.0,0.5,0.0,5.76,,0.3,55.56,Credit Card,1,,56.93333333333333
2,2019-01-10 17:29:57,2019-01-10 17:52:31,N,1,89,188,1,3.3474272000000003,14.5,1.0,0.5,0.0,0.0,,0.3,16.3,Credit Card,1,,22.566666666666666
2,2019-01-10 17:16:46,2019-01-10 17:51:31,N,1,97,89,1,8.5455954,24.0,1.0,0.5,0.0,0.0,,0.3,25.8,Cash,1,,34.75
2,2019-01-10 17:31:19,2019-01-10 17:45:35,N,1,260,7,2,3.0899327999999997,10.5,1.0,0.5,1.0,0.0,,0.3,13.3,Credit Card,1,,14.266666666666667
2,2019-01-10 17:51:26,2019-01-10 18:07:26,N,1,181,14,1,5.9384646,14.5,1.0,0.5,3.26,0.0,,0.3,19.56,Credit Card,1,,16.0
1,2019-01-10 17:25:52,2019-01-10 17:25:52,Y,1,95,264,1,0.0,3.5,1.0,0.5,0.0,0.0,,0.3,5.3,Cash,1,,0.0
1,2019-01-10 17:47:48,2019-01-10 17:56:34,N,1,196,160,1,1.7702740000000001,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,8.766666666666667
2,2019-01-10 17:36:05,2019-01-10 17:41:27,N,1,75,236,1,1.1426314,5.5,1.0,0.5,1.82,0.0,,0.3,9.12,Credit Card,1,,5.366666666666666
2,2019-01-10 17:51:35,2019-01-10 18:09:31,N,1,43,142,1,4.3934982,13.0,1.0,0.5,2.0,0.0,,0.3,16.8,Credit Card,1,,17.933333333333334
2,2019-01-10 17:23:16,2019-01-10 17:29:28,N,1,152,151,1,2.2047958000000003,7.0,1.0,0.5,1.76,0.0,,0.3,10.56,Credit Card,1,,6.2
2,2019-01-10 17:42:54,2019-01-10 17:45:38,N,1,116,244,1,0.9495106,4.0,1.0,0.5,0.0,0.0,,0.3,5.8,Credit Card,1,,2.7333333333333334
2,2019-01-10 17:06:27,2019-01-10 18:16:08,N,5,75,225,1,18.1372618,41.15,0.0,0.5,0.0,0.0,,0.0,41.65,Credit Card,2,,69.68333333333334
1,2019-01-10 17:28:49,2019-01-10 17:38:55,N,1,226,7,2,2.5749440000000003,8.0,1.0,0.5,0.0,0.0,,0.3,9.8,Cash,1,,10.1
2,2019-01-10 17:07:36,2019-01-10 17:17:12,N,1,7,260,1,1.7863674,7.5,1.0,0.5,1.86,0.0,,0.3,11.16,Credit Card,1,,9.6
2,2019-01-10 17:47:02,2019-01-10 17:58:26,N,1,7,179,1,2.4622902,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,Cash,1,,11.4
2,2019-01-10 17:23:14,2019-01-10 17:47:01,N,1,33,189,1,2.6875978,15.0,1.0,0.5,0.0,0.0,,0.3,16.8,Credit Card,1,,23.783333333333335
2,2019-01-10 17:25:15,2019-01-10 17:36:42,N,1,97,33,2,2.0599552,9.0,1.0,0.5,2.7,0.0,,0.3,13.5,Credit Card,1,,11.45
2,2019-01-10 17:40:17,2019-01-10 17:45:49,N,1,33,65,2,1.1587247999999999,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,Cash,1,,5.533333333333333
2,2019-01-10 18:00:42,2019-01-10 18:04:57,N,1,33,33,2,1.0782578,4.5,1.0,0.5,3.08,0.0,,0.3,9.38,Credit Card,1,,4.25
2,2019-01-10 17:29:57,2019-01-10 17:46:41,N,1,62,106,1,3.6853886,12.0,1.0,0.5,0.0,0.0,,0.3,13.8,Credit Card,1,,16.733333333333334
2,2019-01-10 17:46:05,2019-01-10 18:40:30,N,1,91,137,1,26.1839618,52.5,1.0,0.5,0.0,5.76,,0.3,60.06,Credit Card,1,,54.416666666666664
2,2019-01-10 17:27:36,2019-01-10 17:35:55,N,5,28,130,1,0.9977908,12.0,0.0,0.0,0.0,0.0,,0.0,12.0,Cash,2,,8.316666666666666
2,2019-01-10 17:06:16,2019-01-10 17:14:20,N,1,134,93,1,2.6875978,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,8.066666666666666
2,2019-01-10 17:29:36,2019-01-10 17:38:08,N,1,75,236,1,0.9977908,6.5,1.0,0.5,2.0,0.0,,0.3,10.3,Credit Card,1,,8.533333333333333
2,2019-01-10 17:46:06,2019-01-10 17:59:09,N,1,75,152,1,4.506151999999999,12.0,1.0,0.5,2.76,0.0,,0.3,16.56,Credit Card,1,,13.05
2,2019-01-10 17:51:12,2019-01-10 18:00:21,N,1,116,42,1,2.6232241999999997,8.0,1.0,0.5,1.96,0.0,,0.3,11.76,Credit Card,1,,9.15
2,2019-01-10 18:05:32,2019-01-10 18:13:08,N,1,41,24,1,1.5932466,6.5,1.0,0.5,1.66,0.0,,0.3,9.96,Credit Card,1,,7.6
2,2019-01-10 17:35:57,2019-01-10 17:54:51,N,1,95,9,1,11.5711546,21.5,1.0,0.5,0.0,0.0,,0.3,23.3,Cash,1,,18.9
2,2019-01-10 17:40:12,2019-01-10 18:09:12,N,1,75,170,1,6.4212666,20.0,1.0,0.5,4.36,0.0,,0.3,26.16,Credit Card,1,,29.0
2,2019-01-10 17:23:42,2019-01-10 17:28:28,N,1,134,197,1,0.9656039999999999,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,Cash,1,,4.766666666666667
2,2019-01-10 17:55:24,2019-01-10 17:59:39,N,1,134,28,1,0.7885766,4.5,1.0,0.5,0.0,0.0,,0.3,6.3,Cash,1,,4.25
2,2019-01-10 17:33:21,2019-01-10 17:44:04,N,1,21,123,5,1.9312079999999998,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,Credit Card,1,,10.716666666666667
2,2019-01-10 17:17:43,2019-01-10 17:44:37,N,1,181,85,1,4.3291246,17.5,1.0,0.5,0.0,0.0,,0.3,19.3,Credit Card,1,,26.9
2,2019-01-10 17:48:13,2019-01-10 17:55:34,N,1,85,188,1,1.9633947999999999,7.0,1.0,0.5,0.0,0.0,,0.3,8.8,Cash,1,,7.35
2,2019-01-10 17:40:55,2019-01-10 17:45:57,N,1,134,134,1,1.0782578,5.0,1.0,0.5,1.36,0.0,,0.3,8.16,Credit Card,1,,5.033333333333333
2,2019-01-10 17:10:45,2019-01-10 17:19:30,N,1,244,243,1,1.8185542,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,Cash,1,,8.75
2,2019-01-10 17:33:05,2019-01-10 17:45:42,N,1,166,42,1,3.621015,10.0,1.0,0.5,0.0,0.0,,0.3,11.8,Cash,1,,12.616666666666667
2,2019-01-10 17:04:58,2019-01-10 17:18:39,N,1,182,212,1,1.367939,9.5,1.0,0.5,0.0,0.0,,0.3,11.3,Credit Card,1,,13.683333333333334
2,2019-01-10 17:26:36,2019-01-10 17:39:57,N,1,95,196,1,2.4461968,10.0,1.0,0.5,0.0,0.0,,0.3,11.8,Cash,1,,13.35
2,2019-01-10 18:01:33,2019-01-10 18:08:49,N,1,95,95,1,1.6254334,6.5,1.0,0.5,1.66,0.0,,0.3,9.96,Credit Card,1,,7.266666666666667
